trn_loss,dev_loss,trn_acc,dev_acc,cur_lr,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.926499087759789,0.9112410296996435,0.6220891550232868,0.7180851063829787,7.804226065180613e-06,25.593663454055786,False,,,1,ea706_00040,6e2ad359be50498f961a57cd018e2935,2023-04-16_15-08-32,1681650512,25.593663454055786,11636,Schenker-Media-Station,127.0.0.1,25.593663454055786,0,1,0.0040166378021240234
0.9232265150293391,0.9095075180133184,0.5023286759813705,0.526595744680851,7.2360679774997895e-06,10.059089660644531,False,,,2,ea706_00040,6e2ad359be50498f961a57cd018e2935,2023-04-16_15-08-42,1681650522,35.65275311470032,11636,Schenker-Media-Station,127.0.0.1,35.65275311470032,0,2,0.0040166378021240234
0.879556787774918,0.7256392364700636,0.5375914836992681,0.8537234042553191,6.351141009169892e-06,10.166810750961304,False,,,3,ea706_00040,6e2ad359be50498f961a57cd018e2935,2023-04-16_15-08-52,1681650532,45.81956386566162,11636,Schenker-Media-Station,127.0.0.1,45.81956386566162,0,3,0.0040166378021240234
0.6520617502800962,0.5913034280141195,0.8310046573519627,0.8457446808510638,5.236067977499789e-06,9.990274667739868,False,,,4,ea706_00040,6e2ad359be50498f961a57cd018e2935,2023-04-16_15-09-02,1681650542,55.80983853340149,11636,Schenker-Media-Station,127.0.0.1,55.80983853340149,0,4,0.0040166378021240234
0.5455619515256679,0.5779926081498464,0.8669328010645376,0.8723404255319149,4e-06,10.074054956436157,False,,,5,ea706_00040,6e2ad359be50498f961a57cd018e2935,2023-04-16_15-09-12,1681650552,65.88389348983765,11636,Schenker-Media-Station,127.0.0.1,65.88389348983765,0,5,0.0040166378021240234
0.5040665874455837,0.5585815335313479,0.8596141051230871,0.8377659574468085,2.7639320225002105e-06,10.034153938293457,False,,,6,ea706_00040,6e2ad359be50498f961a57cd018e2935,2023-04-16_15-09-22,1681650562,75.9180474281311,11636,Schenker-Media-Station,127.0.0.1,75.9180474281311,0,6,0.0040166378021240234
0.4317114980930978,0.5509370192885399,0.8882235528942116,0.8590425531914894,1.6488589908301079e-06,10.089096546173096,False,,,7,ea706_00040,6e2ad359be50498f961a57cd018e2935,2023-04-16_15-09-32,1681650572,86.0071439743042,11636,Schenker-Media-Station,127.0.0.1,86.0071439743042,0,7,0.0040166378021240234
0.39341261095189034,0.545672650138537,0.895542248835662,0.8351063829787234,7.639320225002106e-07,10.108455657958984,False,,,8,ea706_00040,6e2ad359be50498f961a57cd018e2935,2023-04-16_15-09-42,1681650582,96.11559963226318,11636,Schenker-Media-Station,127.0.0.1,96.11559963226318,0,8,0.0040166378021240234
0.37675233312109685,0.5539933294057846,0.8982035928143712,0.851063829787234,1.9577393481938586e-07,10.04908037185669,False,,,9,ea706_00040,6e2ad359be50498f961a57cd018e2935,2023-04-16_15-09-52,1681650592,106.16468000411987,11636,Schenker-Media-Station,127.0.0.1,106.16468000411987,0,9,0.0040166378021240234
0.3645046182135318,0.553845909734567,0.9055222887558216,0.851063829787234,0.0,9.975344896316528,False,,,10,ea706_00040,6e2ad359be50498f961a57cd018e2935,2023-04-16_15-10-02,1681650602,116.1400249004364,11636,Schenker-Media-Station,127.0.0.1,116.1400249004364,0,10,0.0040166378021240234
